ID,X,Y,Click
1314,125,66,0
1315,108,75,0
1316,97,92,0
1317,95,107,0
1318,102,121,0
1319,114,128,0
1320,126,130,0
1321,136,130,0
1322,147,124,0
1323,115,58,0
1324,103,70,0
1325,99,79,0
1326,99,85,0
1327,113,90,0
1328,140,91,0
1329,176,87,0
1330,220,73,0
1331,231,64,0
1332,231,61,0
1333,221,70,0
1334,214,84,0
1335,212,90,0
1336,212,92,0
1337,213,92,0
1338,216,92,0
1339,222,92,0
1340,235,97,0
1341,251,110,0
1342,266,128,0
1343,290,154,0
1344,315,181,0
1345,356,219,0
1346,427,280,0
1347,517,342,0
1348,602,394,0
1349,672,435,0
1350,718,456,0
1351,711,301,0
1352,684,297,0
1353,642,304,0
1354,587,334,0
1355,536,385,0
1356,525,407,0
1357,526,418,0
1358,545,427,0
1359,587,428,0
1360,685,419,0
1361,732,408,0
1362,750,398,0
1363,753,390,0
1364,745,374,0
1365,713,354,0
1366,666,349,0
1367,611,361,0
1368,552,413,0
1369,546,433,0
1370,556,446,0
1371,576,450,0
1372,599,450,0
1373,627,442,0
1374,641,429,0
1375,644,414,0
1376,640,396,0
1377,615,382,0
1378,597,387,0
1379,581,404,0
1380,572,425,0
1381,573,440,0
1382,580,449,0
1383,594,451,0
1384,605,449,0
1385,612,444,0
1386,614,431,0
1387,609,415,0
1388,600,407,0
1389,592,404,0
1390,585,405,0
1391,578,412,0
1392,575,419,0
1393,575,425,0
1394,576,425,0
1395,579,425,0
1396,583,424,0
1397,586,421,0
1398,588,418,0
1399,589,414,0
1400,589,413,0
1401,589,414,0
1402,589,415,0
1403,759,363,0
1404,805,341,0
1405,851,319,0
1406,893,299,0
1407,925,286,0
1408,943,280,0
1409,953,275,0
1410,960,270,0
1411,962,267,0
1412,962,266,0
1413,962,264,0
1414,961,262,0
1415,956,259,0
1416,949,258,0
1417,940,258,0
1418,920,270,0
1419,913,281,0
1420,913,285,0
1421,914,285,0
1422,917,285,0
1423,922,285,0
1424,928,284,0
1425,934,282,0
1426,937,279,0
1427,936,273,0
1428,917,261,0
1429,875,241,0
1430,783,218,0
1431,731,216,0
1432,680,228,0
1433,649,250,0
1434,642,261,0
1435,412,134,0
1436,321,101,0
1437,245,77,0
1438,181,64,0
1439,145,57,0
1440,126,54,0
1441,117,50,0
1442,112,48,0
1443,106,46,0
1444,100,44,0
1445,93,43,0
1446,83,42,0
1447,76,41,0
1448,72,41,0
1449,68,39,0
1450,62,36,0
1451,57,33,0
1452,49,29,0
1453,45,28,0
1454,43,27,0
1455,43,25,0
1456,43,22,0
1457,43,20,0
1458,41,15,0
1459,41,14,0
1460,40,13,0
1461,39,13,0
1462,37,13,0
1463,35,13,0
1464,31,12,0
1465,29,12,0
1466,28,14,0
1467,28,15,0
1468,28,18,0
1469,28,19,0
1470,28,20,0
1471,29,20,0
1472,31,20,0
1473,32,19,0
1474,32,16,0
1475,28,14,0
1476,23,13,0
1477,16,13,0
1478,10,14,0
1479,6,17,0
1480,5,22,0
1481,5,24,0
1482,7,25,0
1483,12,25,0
1484,18,25,0
1485,22,25,0
1486,25,23,0
1487,26,21,0
1488,26,17,0
1489,26,16,0
1490,24,16,0
1491,21,16,0
1492,20,16,0
1493,16,20,0
1494,16,24,0
1495,21,26,0
1496,30,29,0
1497,35,29,0
1498,36,28,0
1499,37,26,0
1500,44,31,0
1501,45,28,0
1502,44,25,0
1503,38,23,0
1504,34,23,0
1505,28,27,0
1506,27,34,0
1507,28,34,0
1508,31,34,0
1509,37,33,0
1510,40,29,0
1511,42,26,0
1512,41,24,0
1513,37,23,0
1514,34,25,0
1515,33,30,0
1516,33,36,0
1517,37,37,0
1518,41,37,0
1519,45,33,0
1520,45,29,0
1521,42,21,0
1522,37,19,0
1523,34,19,0
1524,31,21,0
1525,30,27,0
1526,35,31,0
1527,42,31,0
1528,50,29,0
1529,51,26,0
1530,51,21,0
1531,51,16,0
1532,47,13,0
1533,44,13,0
1534,42,13,0
1535,39,16,0
1536,36,19,0
1537,36,22,0
1538,40,22,0
1539,48,22,0
1540,53,20,0
1541,55,16,0
1542,55,14,0
1543,55,11,0
1544,52,10,0
1545,50,10,0
1546,44,16,0
1547,41,26,0
1548,42,33,0
1549,48,35,0
1550,57,35,0
1551,53,14,0
1552,43,22,0
1553,39,28,0
1554,39,30,0
1555,44,30,0
1556,50,30,0
1557,56,29,0
1558,64,26,0
1559,68,22,0
1560,68,15,0
1561,64,8,0
1562,58,4,0
1563,52,0,0
1564,17,2,0
1565,13,6,0
1566,12,11,0
1567,12,18,0
1568,14,25,0
1569,31,30,0
1570,46,30,0
1571,55,29,0
1572,59,24,0
1573,59,19,0
1574,56,11,0
1575,48,5,0
1576,30,2,0
1577,11,8,0
1578,6,18,0
1579,7,23,0
1580,16,25,0
1581,34,25,0
1582,54,22,0
1583,48,32,0
1584,52,34,0
1585,64,34,0
1586,74,29,0
1587,75,25,0
1588,73,21,0
1589,63,17,0
1590,53,17,0
1591,47,20,0
1592,45,33,0
1593,59,46,0
1594,81,55,0
1595,175,76,0
1596,264,99,0
1597,357,132,0
1598,442,178,0
1599,507,223,0
1600,549,281,0
1601,570,329,0
1602,596,396,0
1603,626,459,0
1604,647,503,0
1605,650,516,0
1606,650,530,0
1607,646,544,0
1608,644,555,0
1609,643,565,0
1610,643,571,0
1611,643,575,0
1612,645,585,0
1613,652,597,0
1614,662,610,0
1615,673,621,0
1616,462,568,0
1617,463,563,0
1618,468,559,0
1619,480,549,0
1620,499,534,0
1621,522,517,0
1622,551,489,0
1623,598,440,0
1624,655,380,0
1625,710,316,0
1626,765,249,0
1627,845,158,0
1628,863,140,0
1629,917,88,0
1630,940,67,0
1631,959,48,0
1632,968,38,0
1633,970,35,0
1634,124,0,0
1635,143,24,0
1636,155,34,0
1637,157,33,0
1638,111,0,0
1639,7,29,0
1640,18,2,0
1641,23,3,0
1642,25,3,0
1643,30,3,0
1644,32,3,0
1645,28,3,0
1646,24,5,0
1647,21,10,0
1648,20,14,0
1649,34,17,0
1650,41,17,0
1651,44,17,0
1652,49,12,0
1653,49,10,0
1654,48,5,0
1655,45,3,0
1656,31,0,0
1657,22,0,0
1658,17,6,0
1659,17,10,0
1660,20,13,0
1661,27,13,0
1662,37,13,0
1663,48,13,0
1664,53,13,0
1665,52,11,0
1666,43,6,0
1667,21,0,0
1668,47,5,0
1669,44,1,0
1670,42,0,0
1671,37,1,0
1672,35,4,0
1673,35,6,0
1674,35,11,0
1675,38,15,0
1676,40,15,0
1677,50,13,0
1678,55,10,0
1679,57,7,0
1680,57,3,0
1681,56,1,0
1682,55,1,0
1683,50,4,0
1684,48,10,0
1685,48,12,0
1686,51,13,0
1687,55,13,0
1688,58,11,0
1689,59,9,0
1690,59,6,0
1691,59,3,0
1692,54,0,0
1693,51,0,0
1694,49,0,0
1695,47,8,0
1696,51,12,0
1697,57,13,0
1698,64,13,0
1699,67,13,0
1700,68,12,0
1701,66,8,0
1702,59,2,0
1703,19,1,0
1704,19,4,0
1705,23,9,0
1706,31,10,0
1707,37,10,0
1708,45,6,0
1709,47,3,0
1710,47,2,0
1711,47,1,0
1712,45,1,0
1713,41,8,0
1714,36,20,0
1715,57,6,0
1716,49,16,0
1717,48,17,0
1718,50,18,0
1719,59,18,0
1720,73,15,0
1721,79,14,0
1722,76,16,0
1723,68,21,0
1724,62,27,0
1725,51,40,0
1726,46,49,0
1727,46,53,0
1728,46,55,0
1729,48,57,0
1730,49,57,0
1731,51,57,0
1732,52,57,0
1733,52,58,0
1734,52,59,0
1735,52,59,0
1736,52,59,0
1737,53,59,0
1738,61,59,0
1739,72,59,0
1740,87,59,0
1741,99,59,0
1742,111,59,0
1743,121,59,0
1744,131,61,0
1745,138,61,0
1746,142,62,0
1747,145,63,0
1748,151,64,0
1749,158,64,0
1750,162,64,0
1751,168,64,0
1752,174,63,0
1753,178,63,0
1754,183,63,0
1755,184,63,0
1756,185,63,0
1757,186,64,0
1758,188,64,0
1759,207,64,0
1760,214,63,0
1761,216,63,0
1762,218,62,0
1763,220,62,0
1764,221,62,0
1765,222,62,0
1766,223,62,0
1767,225,64,0
1768,227,64,0
1769,230,65,0
1770,238,66,0
1771,244,66,0
1772,279,66,0
1773,285,66,0
1774,290,66,0
1775,291,66,0
1776,293,68,0
1777,296,69,0
1778,301,70,0
1779,316,70,0
1780,326,70,0
1781,329,71,0
1782,329,71,0
1783,335,72,0
1784,342,72,0
1785,353,74,0
1786,365,76,0
1787,382,78,0
1788,396,81,0
1789,411,85,0
1790,427,87,0
1791,445,91,0
1792,473,99,0
1793,492,104,0
1794,909,358,0
1795,911,376,0
1796,976,394,0
1797,1063,396,0
1798,1126,381,0
1799,1156,361,0
1800,1165,347,0
1801,1167,320,0
1802,1148,289,0
1803,1109,269,0
1804,1060,268,0
1805,1005,298,0
1806,958,344,0
1807,932,391,0
1808,944,425,0
1809,1082,240,0
1810,1053,227,0
1811,989,228,0
1812,931,262,0
1813,880,326,0
1814,867,374,0
1815,885,398,0
1816,947,413,0
1817,1052,411,0
1818,1094,388,0
1819,1114,363,0
1820,1118,325,0
1821,1101,273,0
1822,1054,219,0
1823,994,198,0
1824,923,207,0
1825,853,261,0
1826,805,346,0
1827,812,415,0
1828,871,440,0
1829,951,443,0
1830,1021,427,0
1831,1056,398,0
1832,1066,362,0
1833,1060,322,0
1834,1005,261,0
1835,982,253,0
1836,900,280,0
1837,850,339,0
1838,831,393,0
1839,844,415,0
1840,901,427,0
1841,973,423,0
1842,1022,408,0
1843,1053,385,0
1844,1064,349,0
1845,1043,295,0
1846,1011,274,0
1847,978,278,0
1848,929,314,0
1849,887,372,0
1850,879,410,0
1851,899,423,0
1852,954,427,0
1853,994,409,0
1854,1017,387,0
1855,1023,371,0
1856,1020,346,0
1857,1003,332,0
1858,981,336,0
1859,925,395,0
1860,909,442,0
1861,924,459,0
1862,975,462,0
1863,928,338,0
1864,928,362,0
1865,963,374,0
1866,1034,376,0
1867,1108,364,0
1868,1145,346,0
1869,1158,327,0
1870,1156,293,0
1871,1138,268,0
1872,1109,248,0
1873,1088,247,0
1874,1067,257,0
1875,1050,271,0
1876,1047,280,0
1877,1069,282,0
1878,1105,277,0
1879,1159,254,0
1880,1195,230,0
1881,1205,212,0
1882,1206,193,0
1883,1201,177,0
1884,1193,173,0
1885,1178,180,0
1886,1170,186,0
1887,1178,181,0
1888,1194,169,0
1889,1152,124,0
1890,1186,126,0
1891,1206,126,0
1892,1210,125,0
1893,1211,120,0
1894,1205,110,0
1895,1200,105,0
1896,1178,94,0
1897,1169,92,0
1898,1167,92,0
1899,1166,95,0
1900,1169,101,0
1901,1194,110,0
1902,1216,110,0
1903,1221,110,0
1904,1237,101,0
1905,1247,92,0
1906,1250,83,0
1907,1251,75,0
1908,1251,68,0
1909,1251,63,0
1910,1251,60,0
1911,1251,59,0
1912,1252,59,0
1913,1255,57,0
1914,1256,56,0
1915,1256,55,0
1916,1254,55,0
1917,1251,55,0
1918,1246,55,0
1919,1235,57,0
1920,455,19,0
1921,440,20,0
1922,431,20,0
1923,413,21,0
1924,395,21,0
1925,359,21,0
1926,335,19,0
1927,310,18,0
1928,279,18,0
1929,248,18,0
1930,222,16,0
1931,189,14,0
1932,181,14,0
1933,166,13,0
1934,160,13,0
1935,154,13,0
1936,144,13,0
1937,129,14,0
1938,106,17,0
1939,85,19,0
1940,71,20,0
1941,66,22,0
1942,37,21,0
1943,36,21,0
1944,35,21,0
1945,34,21,0
1946,33,21,0
1947,32,21,0
1948,31,21,0
1949,30,21,0
1950,29,21,0
1951,28,22,0
1952,27,23,0
1953,26,23,0
1954,25,24,0
1955,24,25,0
1956,23,26,0
1957,23,28,0
1958,52,29,0
1959,46,30,0
1960,39,30,0
1961,31,30,0
1962,26,29,0
1963,23,27,0
1964,20,24,0
1965,19,23,0
1966,18,22,0
1967,18,21,0
1968,18,20,0
1969,18,19,0
1970,20,17,0
1971,23,15,0
1972,25,14,0
1973,29,13,0
1974,38,13,0
1975,47,16,0
1976,53,17,0
1977,57,19,0
1978,58,20,0
1979,64,32,0
1980,64,34,0
1981,63,35,0
1982,58,35,0
1983,48,35,0
1984,35,33,0
1985,24,29,0
1986,19,24,0
1987,21,18,0
1988,26,14,0
1989,28,13,0
1990,30,13,0
1991,30,14,0
1992,30,16,0
1993,30,21,0
1994,33,27,0
1995,36,31,0
1996,41,33,0
1997,47,33,0
1998,57,31,0
1999,62,25,0
2000,63,23,0
2001,64,19,0
2002,61,14,0
2003,57,13,0
2004,50,12,0
2005,42,12,0
2006,34,16,0
2007,29,23,0
2008,32,30,0
2009,38,32,0
2010,47,32,0
2011,55,31,0
2012,59,28,0
2013,62,24,0
2014,62,18,0
2015,54,15,0
2016,49,15,0
2017,41,20,0
2018,37,27,0
2019,36,33,0
2020,38,36,0
2021,44,37,0
2022,54,36,0
2023,58,31,0
2024,58,27,0
2025,58,24,0
2026,54,21,0
2027,48,21,0
2028,41,24,0
2029,39,29,0
2030,42,29,0
2031,765,580,0
2032,764,587,0
2033,763,591,0
2034,762,594,0
2035,760,598,0
2036,758,604,0
2037,758,610,0
2038,759,614,0
2039,764,619,0
2040,765,619,0
2041,769,620,0
2042,769,621,0
2043,769,624,0
2044,769,626,0
2045,488,590,0
2046,488,590,0
2047,488,590,0
2048,489,589,0
2049,489,589,0
2050,489,589,0
2051,495,585,0
2052,495,585,0
2053,509,576,0
2054,495,585,0
2055,509,576,0
2056,526,564,0
2057,509,576,0
2058,526,564,0
2059,548,548,0
2060,526,564,0
2061,548,548,0
2062,584,522,0
2063,548,548,0
2064,584,522,0
2065,656,468,0
2066,584,522,0
2067,656,468,0
2068,709,427,0
2069,656,468,0
2070,769,368,0
2071,709,427,0
2072,709,427,0
2073,836,300,0
2074,769,368,0
2075,769,368,0
2076,908,209,0
2077,836,300,0
2078,836,300,0
2079,946,145,0
2080,908,209,0
2081,908,209,0
2082,946,145,0
2083,974,92,0
2084,946,145,0
2085,989,55,0
2086,974,92,0
2087,974,92,0
2088,989,55,0
2089,998,23,0
2090,989,55,0
2091,998,23,0
2092,1001,6,0
2093,998,23,0
2094,1001,6,0
2095,1001,6,0
2096,488,590,0
2097,489,589,0
2098,495,585,0
2099,509,576,0
2100,526,564,0
2101,548,548,0
2102,584,522,0
2103,656,468,0
2104,709,427,0
2105,769,368,0
2106,836,300,0
2107,908,209,0
2108,946,145,0
2109,974,92,0
2110,989,55,0
2111,998,23,0
2112,1001,6,0
2113,760,1,0
2114,731,18,0
2115,657,55,0
2116,566,90,0
2117,419,135,0
2118,343,157,0
2119,315,166,0
2120,303,172,0
2121,302,175,0
2122,303,175,0
2123,304,175,0
2124,304,172,0
2125,302,170,0
2126,257,149,0
2127,196,138,0
2128,131,136,0
2129,86,144,0
2130,52,161,0
2131,42,181,0
2132,48,202,0
2133,68,222,0
2134,177,259,0
2135,259,272,0
2136,337,277,0
2137,382,270,0
2138,394,250,0
2139,391,218,0
2140,353,151,0
2141,281,66,0
2142,202,10,0
2143,101,31,0
2144,99,31,0
2145,99,29,0
2146,99,26,0
2147,98,17,0
2148,97,6,0
2149,97,7,0
2150,100,21,0
2151,128,98,0
2152,157,146,0
2153,199,194,0
2154,242,231,0
2155,283,258,0
2156,317,272,0
2157,338,274,0
2158,359,270,0
2159,373,255,0
2160,380,233,0
2161,379,197,0
2162,167,232,0
2163,185,251,0
2164,217,267,0
2165,260,279,0
2166,293,281,0
2167,315,272,0
2168,325,256,0
2169,325,231,0
2170,304,191,0
2171,263,145,0
2172,178,96,0
2173,121,89,0
2174,67,94,0
2175,38,108,0
2176,25,125,0
2177,25,140,0
2178,43,152,0
2179,94,156,0
2180,124,151,0
2181,138,142,0
2182,141,128,0
2183,135,110,0
2184,121,94,0
2185,104,80,0
2186,77,76,0
2187,56,81,0
2188,41,98,0
2189,32,121,0
2190,38,151,0
2191,72,184,0
2192,124,210,0
2193,171,217,0
2194,209,217,0
2195,230,209,0
2196,234,201,0
2197,231,175,0
2198,217,152,0
2199,97,134,0
2200,101,145,0
2201,108,154,0
2202,120,160,0
2203,145,163,0
2204,157,163,0
2205,166,159,0
2206,169,154,0
2207,170,147,0
2208,170,140,0
2209,170,133,0
2210,166,124,0
2211,162,116,0
2212,152,107,0
2213,145,105,0
2214,141,104,0
2215,140,104,0
2216,140,102,0
2217,141,99,0
2218,144,96,0
2219,148,93,0
2220,156,88,0
2221,170,84,0
2222,190,78,0
2223,216,74,0
2224,245,69,0
2225,276,62,0
2226,283,61,0
2227,284,61,0
2228,284,62,0
2229,286,67,0
2230,298,84,0
2231,317,102,0
2232,349,121,0
2233,391,136,0
2234,458,153,0
2235,518,168,0
2236,576,175,0
2237,607,175,0
2238,639,175,0
2239,670,170,0
2240,689,162,0
2241,1107,337,0
2242,1097,387,0
2243,1086,416,0
2244,1076,438,0
2245,1069,454,0
2246,1060,471,0
2247,1050,489,0
2248,1042,499,0
2249,1034,505,0
2250,1022,508,0
2251,1006,508,0
2252,982,507,0
2253,947,507,0
2254,926,510,0
2255,908,515,0
2256,898,520,0
2257,893,523,0
2258,892,524,0
2259,892,525,0
2260,892,527,0
2261,892,533,0
2262,892,543,0
2263,892,551,0
2264,892,559,0
2265,892,564,0
2266,892,567,0
2267,890,568,0
2268,885,572,0
2269,878,576,0
2270,872,579,0
2271,868,583,0
2272,865,586,0
2273,863,588,0
2274,748,625,0
2275,742,621,0
2276,723,613,0
2277,704,602,0
2278,275,114,0
2279,306,139,0
2280,359,142,0
2281,354,137,0
2282,346,129,0
2283,338,124,0
2284,318,119,0
2285,300,118,0
2286,275,120,0
2287,250,132,0
2288,222,160,0
2289,221,179,0
2290,232,195,0
2291,250,207,0
2292,275,215,0
2293,309,220,0
2294,347,220,0
2295,396,220,0
2296,437,215,0
2297,466,204,0
2298,473,197,0
2299,475,193,0
2300,476,193,0
2301,485,196,0
2302,509,205,0
2303,532,214,0
2304,583,227,0
2305,593,230,0
2306,637,236,0
2307,658,237,0
2308,673,237,0
2309,682,236,0
2310,685,235,0
2311,686,235,0
2312,687,234,0
2313,691,233,0
2314,689,238,0
2315,679,244,0
2316,664,249,0
2317,640,251,0
2318,590,247,0
2319,524,234,0
2320,429,208,0
2321,375,187,0
2322,346,171,0
2323,340,162,0
2324,341,156,0
2325,351,149,0
2326,375,140,0
2327,428,135,0
2328,496,135,0
2329,607,143,0
2330,1082,383,0
2331,1079,350,0
2332,1029,279,0
2333,939,220,0
2334,861,198,0
2335,733,208,0
2336,655,242,0
2337,601,275,0
2338,561,323,0
2339,550,361,0
2340,551,383,0
2341,563,401,0
2342,584,412,0
2343,633,424,0
2344,718,428,0
2345,825,411,0
2346,886,382,0
2347,916,342,0
2348,916,293,0
2349,874,235,0
2350,790,181,0
2351,706,157,0
2352,616,153,0
2353,501,190,0
2354,459,255,0
2355,455,303,0
2356,483,347,0
2357,550,373,0
2358,641,378,0
2359,485,176,0
2360,391,198,0
2361,325,245,0
2362,315,302,0
2363,360,344,0
2364,437,361,0
2365,548,360,0
2366,701,323,0
2367,726,303,0
2368,712,271,0
2369,635,210,0
2370,528,172,0
2371,396,159,0
2372,277,174,0
2373,189,223,0
2374,172,257,0
2375,240,271,0
2376,340,260,0
2377,435,233,0
2378,462,208,0
2379,451,178,0
2380,387,128,0
2381,278,95,0
2382,172,93,0
2383,92,113,0
2384,67,131,0
2385,81,131,0
2386,115,122,0
2387,140,105,0
2388,142,94,0
2389,130,78,0
2390,107,65,0
2391,85,62,0
2392,65,64,0
2393,56,65,0
2394,55,65,0
2395,55,62,0
2396,55,56,0
2397,54,49,0
2398,52,45,0
2399,51,45,0
2400,50,45,0
2401,49,44,0
2402,48,44,0
2403,46,44,0
2404,42,44,0
2405,37,51,0
2406,34,63,0
2407,34,76,0
2408,48,85,0
2409,62,87,0
2410,70,87,0
2411,961,358,0
2412,968,355,0
2413,972,349,0
2414,974,336,0
2415,967,315,0
2416,947,303,0
2417,926,302,0
2418,905,311,0
2419,897,325,0
2420,900,334,0
2421,910,336,0
2422,923,336,0
2423,936,331,0
2424,941,326,0
2425,942,321,0
2426,941,317,0
2427,917,343,0
2428,922,347,0
2429,930,348,0
2430,936,346,0
2431,939,342,0
2432,940,329,0
2433,931,320,0
2434,921,318,0
2435,910,318,0
2436,902,326,0
2437,898,338,0
2438,899,345,0
2439,906,349,0
2440,915,350,0
2441,920,350,0
2442,927,342,0
2443,927,339,0
2444,924,333,0
2445,921,332,0
2446,918,333,0
2447,916,338,0
2448,916,347,0
2449,917,347,0
2450,918,347,0
2451,922,344,0
2452,922,340,0
2453,922,337,0
2454,920,333,0
2455,917,333,0
2456,912,335,0
2457,911,341,0
2458,911,344,0
2459,912,345,0
2460,916,345,0
2461,919,339,0
2462,920,334,0
2463,920,330,0
2464,916,326,0
2465,911,325,0
2466,908,326,0
2467,906,333,0
2468,906,337,0
2469,909,340,0
2470,914,342,0
2471,917,342,0
2472,920,338,0
2473,920,334,0
2474,914,327,0
2475,905,323,0
2476,900,323,0
2477,896,328,0
2478,896,338,0
2479,901,349,0
2480,908,353,0
2481,912,353,0
2482,914,351,0
2483,915,347,0
2484,894,384,0
2485,905,382,0
2486,919,372,0
2487,921,367,0
2488,921,362,0
2489,919,357,0
2490,916,357,0
2491,909,368,0
2492,905,380,0
2493,905,385,0
2494,907,386,0
2495,913,385,0
2496,920,380,0
2497,930,368,0
2498,930,361,0
2499,926,357,0
2500,920,355,0
2501,910,358,0
2502,898,368,0
2503,889,386,0
2504,888,394,0
2505,893,397,0
2506,915,397,0
2507,931,392,0
2508,942,385,0
2509,946,377,0
2510,946,370,0
2511,940,363,0
2512,914,355,0
2513,902,357,0
2514,896,364,0
2515,925,374,0
2516,922,363,0
2517,916,360,0
2518,908,360,0
2519,900,370,0
2520,896,381,0
2521,898,388,0
2522,910,390,0
2523,918,390,0
2524,926,386,0
2525,933,379,0
2526,934,371,0
2527,934,368,0
2528,932,367,0
2529,926,374,0
2530,921,386,0
2531,920,396,0
2532,921,399,0
2533,927,400,0
2534,935,396,0
2535,940,389,0
2536,942,384,0
2537,937,374,0
2538,931,372,0
2539,924,373,0
2540,914,383,0
2541,911,391,0
2542,919,394,0
2543,933,393,0
2544,943,390,0
2545,948,385,0
2546,949,381,0
2547,949,377,0
2548,944,375,0
2549,941,375,0
2550,935,377,0
2551,932,381,0
2552,932,382,0
2553,932,383,0
2554,932,384,0
2555,932,389,0
2556,928,397,0
2557,922,408,0
2558,909,428,0
2559,892,453,0
2560,865,500,0
2561,843,540,0
2562,827,568,0
2563,816,585,0
2564,807,598,0
2565,799,610,0
2566,792,618,0
2567,789,621,0
2568,786,623,0
